"","jeolla","seoul"
"1712","난 나한테 만족해서 그 사람들도 만족하라고 전해주고 싶네. {laughing}","난 나한테 만족해서 그 사람들도 만족하라고 전해주고 싶네. {laughing}"
"1713","맞아 근데 나도 되게 아무렇지 않고 내가 되게 괜찮은 것 같다가도","맞아 근데 나도 되게 아무렇지 않고 내가 되게 괜찮은 것 같다가도"
"1714","딱 어떤 특정 상황이나 내가 되게 당황하는 상황에나","딱 어떤 특정 상황이나 내가 되게 당황하는 상황에나"
"1715","그런 상황에 놓이게 되면 나도 몰랐던 약간 그런 행동들이 나오면서 그 행동 자체가 약간 콤플렉스처럼 느껴지기도 해.","그런 상황에 놓이게 되면 나도 몰랐던 약간 그런 행동들이 나오면서 그 행동 자체가 약간 콤플렉스처럼 느껴지기도 해."
"1716","아 근데 –그- 그런 경우도 –많은- 많지 나도 생각해 보니까","아 근데 –그- 그런 경우도 –많은- 많지 나도 생각해 보니까"
"1717","뭐 이렇게 사람들 많은 데서 발표하거나 그럴 때 한 번씩","뭐 이렇게 사람들 많은 데서 발표하거나 그럴 때 한 번씩"
"1718","약간 떨려 하면서 진짜 막 열심히 준비 한 거라서 떨려 하면서","약간 떨려 하면서 진짜 막 열심히 준비 한 거라서 떨려 하면서"
"1719","얼굴 빨개지는 걸 나도 어쩔 때 한 번씩 느꼈던 것 같애.","얼굴 빨개지는 걸 나도 어쩔 때 한 번씩 느꼈던 것 같애."
"1720","그게 내 약간 좀 콤플렉스인 것 같아.","그게 내 약간 좀 콤플렉스인 것 같아."
"1721","맞아 얼굴 빨개지는 거 나도 그거 암튼 진짜 나도 인정해.","맞아 얼굴 빨개지는 거 나도 그거 암튼 진짜 나도 인정해."
"1722","약간 특히 고등학교 때 발표하는 거 되게 많았잖아.","약간 특히 고등학교 때 발표하는 거 되게 많았잖아."
"1723","그럴 때마다 사람들 앞에 나가 가지고 다 아는 사람들인데도 막 그 발표하는 상황만 되면","그럴 때마다 사람들 앞에 나가 가지고 다 아는 사람들인데도 막 그 발표하는 상황만 되면"
"1724","아 얼굴이 안 빨개져 있는데도 되게 얼굴이 화끈거리면서 아 내가 당황하거나","아 얼굴이 안 빨개져 있는데도 되게 얼굴이 화끈거리면서 아 내가 당황하거나"
"1725","이렇게 약간 막 사람들 앞에서 떨려 하고 있다는 걸 남들이 알면","이렇게 약간 막 사람들 앞에서 떨려 하고 있다는 걸 남들이 알면"
"1726","우습게 볼 것 같다라는 그런 거?","우습게 볼 것 같다라는 그런 거?"
"1727","그런 콤플렉스는 좀 되게 심한 것 같애.","그런 콤플렉스는 좀 되게 심한 것 같애."
"1728","아 나도 진짜 내가 막 열심히 준비 한 거에서 더 그런 것 같아 막","아 나도 진짜 내가 막 열심히 준비 한 거에서 더 그런 것 같아 막"
"1729","옛날부터 내가 열심히 준비해가지고 오랫동안 이렇게 –해와가- 해왔는데","옛날부터 내가 열심히 준비해가지고 오랫동안 이렇게 –해와가- 해왔는데"
"1730","물론 다 아는 사람이더라도 갑자기 머릿속 하얘지면서 얼굴 화끈화끈 거리면서","물론 다 아는 사람이더라도 갑자기 머릿속 하얘지면서 얼굴 화끈화끈 거리면서"
"1731","나는 심지어 인제 손도 떨리지만 진짜 다른 사람들이 육안으로 볼 정도로","나는 심지어 이제 손도 떨리지만 진짜 다른 사람들이 육안으로 볼 정도로"
"1732","손도 떨리고 인제 목소리도 떨리면서 그런 -그- 그런 게 있는 것 같아 더 이렇게.","손도 떨리고 이제 목소리도 떨리면서 그런 -그- 그런 게 있는 것 같아 더 이렇게."
"1733","근데 그런 상황에서 되게 당당한 애들도 있더라고","근데 그런 상황에서 되게 당당한 애들도 있더라고"
"1734","아 되게 떨리는 걸 인정하고 자기가 긴장하고 있다는 걸 인정하는 애들도 있는 반면에","아 되게 떨리는 걸 인정하고 자기가 긴장하고 있다는 걸 인정하는 애들도 있는 반면에"
"1735","나는 되게 그 상황 자체를 되게 기피하려고 하는 것 같아.","나는 되게 그 상황 자체를 되게 기피하려고 하는 것 같아."
"1736","그 상황이 되게 힘들어 막 아 나는 언제 어디서든 당당해야 되는데 내가 이렇게 어 떨고 있고","그 상황이 되게 힘들어 막 아 나는 언제 어디서든 당당해야 되는데 내가 이렇게 어 떨고 있고"
"1737","긴장하고 있다는 걸 남들이 다 몰랐음 좋겠다?","긴장하고 있다는 걸 남들이 다 몰랐음 좋겠다?"
"1738","약간 그런 생각?","약간 그런 생각?"
"1739","아 진짜 나도 –그- 그 말에 진짜 동의하는 게 나도 솔직히 말해서","아 진짜 나도 –그- 그 말에 진짜 동의하는 게 나도 솔직히 말해서"
"1740","다른 애들이 다 솔직히 &name2& 너 발표하는데 이런 거 껌이지 않아?","다른 애들이 다 솔직히 &name2& 너 발표하는데 이런 거 껌이지 않아?"
"1741","막 너 항상 이렇게 잘 해 왔잖아 막 그런 식으로 말을 한단 말이야.","막 너 항상 이렇게 잘 해 왔잖아 막 그런 식으로 말을 한단 말이야."
"1742","근데 정작 나는 이렇게 오랫동안 준비한 거를 남한테 이렇게 보여 주더라도","근데 정작 나는 이렇게 오랫동안 준비한 거를 남한테 이렇게 보여 주더라도"
"1743","-남한테- 남한테 이렇게 보여주는 게 솔직히 좀 낯설기도 하고 너무 떨려가지고","-남한테- 남한테 이렇게 보여주는 게 솔직히 좀 낯설기도 하고 너무 떨려가지고"
"1744","그런 게 있는데 다른 사람들이 생각하는 나 내가 있고","그런 게 있는데 다른 사람들이 생각하는 나 내가 있고"
"1745","인제 실제 나가 있는데 그게 좀 어쩔 땐 한 번씩 괴리감이 느껴져서","이제 실제 내가 있는데 그게 좀 어쩔 땐 한 번씩 괴리감이 느껴져서"
"1746","그게 나한테 좀 아까 너가 말했듯이 착한 아이 콤플렉스라고 하는 데","그게 나한테 좀 아까 너가 말했듯이 착한 아이 콤플렉스라고 하는 데"
"1747","나는 그런 것도 있는 것 같아 나도 약간의 그런 콤플렉스가 있는 것 같아 착한 아이 콤플렉스.","나는 그런 것도 있는 것 같아 나도 약간의 그런 콤플렉스가 있는 것 같아 착한 아이 콤플렉스."
"1748","약간 그 착한 아이 콤플렉스라고 하기보단 약간 그 나의 그 모습을 깨트릴까봐 그게 두려운 거지","약간 그 착한 아이 콤플렉스라고 하기보단 약간 그 나의 그 모습을 깨트릴까봐 그게 두려운 거지"
"1749","응 그치 솔직히 다른 사람들이 딱 날 봤을 때 그냥","응 그치 솔직히 다른 사람들이 딱 날 봤을 때 그냥"
"1750","진짜 다른 사람들이 나보고 다 경찰하라고 막 그런 식으로도 말하고","진짜 다른 사람들이 나보고 다 경찰하라고 막 그런 식으로도 말하고"
"1751","넌 당당하니까 뭐 경영학과 가라고 그렇게 다 말했는데","넌 당당하니까 뭐 경영학과 가라고 그렇게 다 말했는데"
"1752","솔직히 나한테 맞는 건 난 경찰 생각해 본 적도 전혀 없고","솔직히 나한테 맞는 건 난 경찰 생각해 본 적도 전혀 없고"
"1753","그냥 당당해 보이지만 솔직히 한 편으론 약간 좀 소심한 면도 없지 않아 있단 말이야.","그냥 당당해 보이지만 솔직히 한 편으론 약간 좀 소심한 면도 없지 않아 있단 말이야."
"1754","근데 다른 사람들이 날 이렇게 생각하니까 이렇게 이런 사람이 되어야지","근데 다른 사람들이 날 이렇게 생각하니까 이렇게 이런 사람이 되어야지"
"1755","약간 좀 이런 식으로 방향이 흘러간다?","약간 좀 이런 식으로 방향이 흘러간다?"
"1756","그래 가지고 그런 괴리감 느끼기도 해.","그래 가지고 그런 괴리감 느끼기도 해."
"1757","근데 나는 이 말 들으니까 아까 소심하단 말 들으니까 그 이게 또 어떤 콤플렉스로 이어지냐면","근데 나는 이 말 들으니까 아까 소심하단 말 들으니까 그 이게 또 어떤 콤플렉스로 이어지냐면"
"1758","내가 남들한테 나 좀 소심해 나 이런 상황 싫어 나 이런 상황 좀 피하고 싶으다","내가 남들한테 나 좀 소심해 나 이런 상황 싫어 나 이런 상황 좀 피하고 싶어"
"1759","나 소심해서 다른 애가 하면 안 될까 이런 말 하잖아?","나 소심해서 다른 애가 하면 안 될까 이런 말 하잖아?"
"1760","그럼 진짜 거짓말한다고 아무도 안 믿어 아무도 내 말 농담이라고 생각하는 거야.","그럼 진짜 거짓말한다고 아무도 안 믿어 아무도 내 말 농담이라고 생각하는 거야."
"1761","다 그냥 농담이라고 생각하고 너 할 수 있잖아 너가 해 이렇게 하면","다 그냥 농담이라고 생각하고 너 할 수 있잖아 너가 해 이렇게 하면"
"1762","그 상황에서 나는 –압- 나는 그래서 그런 콤플렉스가 생겼어","그 상황에서 나는 –압- 나는 그래서 그런 콤플렉스가 생겼어"
"1763","내가 나의 이런 성격을 나는 인정을 하는데 그걸 남들한테 말을 하는?","내가 나의 이런 성격을 나는 인정을 하는데 그걸 남들한테 말을 하는?"
"1764","그거 자체가 조금 약간 두렵다고 해야 되나?","그거 자체가 조금 약간 두렵다고 해야 되나?"
"1765","어 그걸 말하는 거 자체가 좀 콤플렉스야 약간 남들이 너 안 그러잖아 이랬을 때 나는 할 말이 없는 거야.","어 그걸 말하는 거 자체가 좀 콤플렉스야 약간 남들이 너 안 그러잖아 이랬을 때 나는 할 말이 없는 거야."
"1766","맞아 그냥 좀 나도 그런 게 있는 게 약간 진짜 나의 모습","맞아 그냥 좀 나도 그런 게 있는 게 약간 진짜 나의 모습"
"1767","그런 걸 다른 사람들한테 이렇게 보여주기 좀 힘들어","그런 걸 다른 사람들한테 이렇게 보여주기 좀 힘들어"
"1768","그래가지고 어 진짜 너 항상 이렇게 해 왔잖아 이런 식으로","그래가지고 어 진짜 너 항상 이렇게 해 왔잖아 이런 식으로"
"1769","말해버리니까 그냥 내가 그런 식으로 정의가 되잖아.","말해버리니까 그냥 내가 그런 식으로 정의가 되잖아."
"1770","근데 실제 나는 진짜 그게 아닌데 그래 가지고","근데 실제 나는 진짜 그게 아닌데 그래 가지고"
"1771","그런 거 느낄 때마다 그냥 좀 내가 이래야 되나?","그런 거 느낄 때마다 그냥 좀 내가 이래야 되나?"
"1772","약간 이런 생각도 들기도 해.","약간 이런 생각도 들기도 해."
"1773","그 진짜 있고 외모적인 면에서 콤플렉스는 진짜","그 진짜 있고 외모적인 면에서 콤플렉스는 진짜"
"1774","별루 많이 없는데 하나 하자면 그냥 약간 살찌는 거 관리?","별루 많이 없는데 하나 하자면 그냥 약간 살찌는 거 관리?"
"1775","그런 거?","그런 거?"
"1776","언니들이 되게 말랐단 말이야 그래서 맞아 그런 콤플렉스를 가지고 있지.","언니들이 되게 말랐단 말이야 그래서 맞아 그런 콤플렉스를 가지고 있지."
"1777","언니들은 되게 말랐는데 나는 살집이 있는 사람이면 아 뭐지 약간 이런 콤플렉스?","언니들은 되게 말랐는데 나는 살집이 있는 사람이면 아 뭐지 약간 이런 콤플렉스?"
"1778","그게 엄청 심했어 살 빼기 전까지도 되게 아 다른 사람들이 봤을 때 언니는 되게 말랐다고 생각하는데","그게 엄청 심했어 살 빼기 전까지도 되게 아 다른 사람들이 봤을 때 언니는 되게 말랐다고 생각하는데"
"1779","나는 이렇게 뚱뚱하면 아 다른 사람들이 봤을 때 좀 우습겠다 그런 생각?","나는 이렇게 뚱뚱하면 아 다른 사람들이 봤을 때 좀 우습겠다 그런 생각?"
"1780","아 근데 나도 근데 거기에 진짜 동의를 하는 게","아 근데 나도 근데 거기에 진짜 동의를 하는 게"
"1781","우리 집이 엄마도 말랐고 그냥 다른 그냥 이렇게 동생들도 엄청 말랐단 말이야.","우리 집이 엄마도 말랐고 그냥 다른 그냥 이렇게 동생들도 엄청 말랐단 말이야."
"1782","그래 가지고 인제 사촌 친적 집 가면은 우리 사촌 언니가 있었는데","그래 가지고 이제 사촌 친적 집 가면은 우리 사촌 언니가 있었는데"
"1783","그 언니가 엄청 뚱뚱했는데 살을 좀 그런 걸 콤플렉스를 느껴가지고","그 언니가 엄청 뚱뚱했는데 살을 좀 그런 걸 콤플렉스를 느껴가지고"
"1784","살을 엄청 뺏단 말이야 근데 그런 거 보면서 막 친척들이 자기들이","살을 엄청 뺏단 말이야 근데 그런 거 보면서 막 친척들이 자기들이"
"1785","계속 뭐라고 하니까 그렇게 뺀 줄 알고 나한테도 계속 뭐라고 하는 거야.","계속 뭐라고 하니까 그렇게 뺀 줄 알고 나한테도 계속 뭐라고 하는 거야."
"1786","그래서 나는 좀 그런 게 없다고 지금은 생각하기는 하지만 솔직히","그래서 나는 좀 그런 게 없다고 지금은 생각하기는 하지만 솔직히"
"1787","무의식적으로 이렇게 콤플렉스를 느끼는 것도 있긴 해.","무의식적으로 이렇게 콤플렉스를 느끼는 것도 있긴 해."
"1788","왜냐하면 다 가족들이 막 계속 뭐 돼지라고 별명 붙여주고","왜냐하면 다 가족들이 막 계속 뭐 돼지라고 별명 붙여주고"
"1789","그러니까 나는 솔직히 무의식적으로 그런 콤플렉스가 생길 수밖에 없다고 생각해.","그러니까 나는 솔직히 무의식적으로 그런 콤플렉스가 생길 수밖에 없다고 생각해."
"1790","주변의 환경 때문에","주변의 환경 때문에"
"1791","맞아 그렇네 남들에 의해서 생기는 콤플렉스도 있는 것 같아.","맞아 그렇네 남들에 의해서 생기는 콤플렉스도 있는 것 같아."
"1792","그 진짜 친척 집 가면서 공감인 게 친척들은 되게 그냥 뭐 고등학교 때나 언제나 되게","그 진짜 친척 집 가면서 공감인 게 친척들은 되게 그냥 뭐 고등학교 때나 언제나 되게"
"1793","그냥 아무 생각 없이 왐마 &name3& 살 많이 쪘네 이런단 말이야.","그냥 아무 생각 없이 어머 &name3& 살 많이 쪘네 이런단 말이야."
"1794","그러면 그 말이 그냥 정감 있다고 표현하시는데 나는 그 말이 나한테 이미 그런 콤플렉스가 생겨 있으니까","그러면 그 말이 그냥 정감 있다고 표현하시는데 나는 그 말이 나한테 이미 그런 콤플렉스가 생겨 있으니까"
