"","jeju","seoul"
"2250","나도 겅 하긴 합디다 &name1& 이제 어디 갈 때 옷 같은 거 잘 챙경 입으라","나도 그렇게 하긴 하더라고요 &name1& 이제 어디 갈 때 옷 같은 거 잘 챙겨서 입어라"
"2251","군대 가기 남자들은 군대 가기 전하고 후하고 많이 틀린다 허멍","군대 가기 남자들은 군대 가기 전하고 후하고 많이 틀리다 하면서"
"2252","저기 어디 상집에 갈때랑","저기 어디 상갓집에 갈 때는"
"2253","저기 군대 가기 전에사 아무 거라도 입어 되주만은 이제는","저기 군대 가기 전이야 아무 거라도 입어 되지만 이제는"
"2254","제대 해시난","제대 했으니까"
"2255","옷 같은 거 챙겨 입으라 하니까 알았어요 하더라고","옷 같은 거 챙겨 입어라 하니까 알았어요 하더라고"
"2256","그게 좀 신경 쓰이긴 하더라고 어디 갈 때 옷차림","그게 좀 신경 쓰이긴 하더라고 어디 갈 때 옷차림"
"2257","나도 뭐 하나","나도 뭐 하나"
"2258","너무 저기 뭐하고 가지 말라고","너무 저기 뭐하고 가지 말라고"
"2259","나도 갈 때 뭐 하나 고네","나도 갈 때 뭐 하나 말해"
"2260","검정 와이셔츠하고 그 다음에 검정 넥타이","검정 와이셔츠하고 그 다음에 검정 넥타이"
"2261","그런 게 보이긴 해 군대 가기 전에사 어린아이라 하주만은","그런 게 보이긴 해 군대 가기 전이야 어린애지 하지만"
"2262","우리 &name2&는 예 그거 고등학교 이 학년 때부터 검정 와이셔츠 검정 넥타이는 필수였수다","우리 &name2&는 말이에요 그거 고등학교 이 학년 때부터 검정 와이셔츠 검정 넥타이는 필수였어요"
"2263","가인 중학교 삼 학년 때 바바리코트 그때 언니","걔는 중학교 삼 학년 때 바바리코트 그때 언니"
"2264","겡 &name3&가 막 뭐랜 했댄 행 안해수꽈 코트","그래서 &name3&가 막 뭐라고 했다고 해서 안했어요 코트"
"2265","옛날에 옛날에","옛날에 옛날에"
"2266","겨울에","겨울에"
"2267","아니 겨울에 멋져났서이","아니 겨울에 멋졌었어"
"2268","코트 입어낫네 가인 그때부터 너무 노숙한 옷 입어서","코트 입었었잖아 걔는 그때부터 너무 노숙한 옷 입었어"
"2269","지금은 또 겅 아니잖아","지금은 또 그렇게 아니잖아"
"2270","이제는 언니 막 그렇게 오히려 편안함은","이제는 언니 막 그렇게 오히려 편안함은"
"2271","옛날에 우리 족은 게 너네 족은 걸 너무 높이 봔","옛날에 우리 작은 게 너네 작은 걸 너무 높이 봤어"
"2272","너는너무 높이 봔","너는너무 높이 봤어"
"2273","우리 쪽은 거를 마씨?","우리 작은 거를 말이에요?"
"2274","&name4&를?","&name4&를?"
"2275","어 너무 높이. 형 친구 뭐 동생인가","어 너무 높이. 형 친구 뭐 동생인가"
"2276","형 친구랜 생각했다 형 친구랜 생각했을 거라게","형 친구라고 생각했다 형 친구라고 생각했을 거야"
"2277","너무 높이 봥 저번에 어디서 독서실 앞에 선가 만나난 ((경례인가)) 인산가 했댄 {laughing}","너무 높이 봐서 저번에 어디서 독서실 앞에 선가 만나니까 ((경례인가)) 인산가 했대 {laughing}"
"2278","경례는 아니고 인사담수다","경례는 아니고 인사같아"
"2279","안녕하십니까 하멍 겅 해신가","안녕하십니까 하면서 그렇게 했나"
"2280","&name4&가 딱 봤을때는 풍기는 아우라가","&name4&가 딱 봤을때는 풍기는 아우라가"
"2281","아주 깍듯하게 인사했댄 아랑보난 ((언니네)) 족은 거","아주 깍듯하게 인사했대 알고 보니까 ((언니네)) 작은 거"
"2282","군대에 갔다 와시난 얼마나 더 할거라게","군대에 갔다 왔으니까 얼마나 더 하겠어"
"2283","&name4& 가이 ((xxx)) ((개방하면)) 아무도 그냥 무시 못허주게","&name4& 걔 ((xxx)) ((개방하면)) 아무도 그냥 무시 못하지"
"2284","가이 ((허xx)) ((게보믄)) 진짜로","가이 ((허xx)) ((게보믄)) 진짜로"
"2285","어우 난예","어우 나는"
"2286","지금까지 가본 데 중 있잖아예","지금까지 가본 데 중 있잖아요"
"2287","아 영 군대 얘기도 술술 해 본 적 나 처음인 거 달마 성내 집 너무 편안해","아 이렇게 군대 얘기도 술술 해 본 적 나 처음인 거 같아 언니네 집 너무 편안해"
"2288","군대가 편했구나","군대가 편했구나"
"2289","긴거 달마","그런거 같아"
"2290","야이는 군대 강 ((xxxx)) 허난 둘이가 신혼부부주게","얘는 군대 가서 ((xxxx)) 하니까 둘이 신혼부부지"
"2291","난이 가이 군대에서","나는 걔 군대에서"
"2292","후반기 교육 가잖아 공병 공병이 아니고 이과 출신들은 후반기 교육도 다시 감네","후반기 교육 가잖아 공병 공병이 아니고 이과 출신들은 후반기 교육도 다시 가잖아"
"2293","논산에서 어디 장성인가","논산에서 어디 장성인가"
"2294","우리 &name4&도 가서","우리 &name4&도 갔어"
"2295","갔잖아 너네도","갔잖아 너네도"
"2296","가신디 거기 수료 허난 휴가가 이서 일 박 이 일인가","갔는데 거기 수료 하니까 휴가가 있어 일 박 이 일인가"
"2297","일 박 이 일 겅 행 나 어디 지리산 가지 안핸? 가이 데령","일 박 이 일 그렇게 해서 나 어디 지리산 가지 않았어? 걔 데리고"
"2298","제주도 오진 못헐거난 지리산을 갔당","제주도 오진 못하니까 지리산을 갔다가"
"2299","렌트 행 가서 도랑 논산 쪽으로 가야 되는디","렌트 해서 가서 돌아서 논산 쪽으로 가야 되는데"
"2300","나가 운전을 해서 전주 쪽으로 가분거라","내가 운전을 해서 전주 쪽으로 가버린거야"
"2301","아이고 어떵 해서?","아이고 어떻게 했어?"
"2302","시간이 별로 안 남아신디 달리고 달리고 달리고 달리고 톨게이트가 안나오는 거라","시간이 별로 안 남았는데 달리고 달리고 달리고 달리고 톨게이트가 안나오는 거야"
"2303","아이고 거기 저기 그쪽에는 유턴하는 데가 고속도로는 그게 힘들어","아이고 거기 저기 그쪽에는 유턴하는 데가 고속도로는 그게 힘들어"
"2304","톨게이트 가야되난","톨게이트 가야하니까"
"2305","게난 가스도 어서 가스차 빌령 갔주","그러니까 가스도 없어 가스차 빌려서 갔어"
"2306","가스는 어서지지 톨게이트는 안보이지","가스는 없어지지 톨게이트는 안보이지"
"2307","((xx)) 해시큰게","((xx)) 했겠네"
"2308","((xx)) 한 정도가 아니 그 상사는 전화 완","((xx)) 한 정도가 아니야 그 상사는 전화 왔어"
"2309","어디녠 확인하더라고 시간 다 돼가난","어디냐고 확인하더라고 시간 다 되어가니까"
"2310","막 조들련 심장이 두근두근","막 애가 타서 심장이 두근두근"
"2311","막 난 그런","막 난 그런"
"2312","늦어가면 탈영병 될 거 달마","늦게 가면 탈영병 될 거 같아"
"2313","완전 조들앙 가고 가고 막 달리당 보난","완전 애타서 가고 가고 막 달리다 보니까"
"2314","톨게이트 나완 도랑 또 간거라","톨게이트 나왔어 돌아서 또 간거야"
"2315","겡 가이 데려다 주지 안핸","그렇게 걔 데려다 주지 않았어"
"2316","가는 중에 엄마 침착하세요 침착하세요 늦어도 괜찮아요 괜찮아요 하는디","가는 중에 엄마 침착하세요 침착하세요 늦어도 괜찮아요 괜찮아요 하는데"
"2317","야 눈물이 와락 나오젠 하는거라 침착하세요 하는디","야 눈물이 왈칵 나오려고 하는거야 침착하세요 하는데"
"2318","이거 늦엉 어멍 때문에 늦엉 탈영병 되믄 어떵허코","이거 늦어서 엄마 때문에 늦어서 탈영병 되면 어떻게 하지"
"2319","게난 어쨌든 데려다 주지안핸","그러니까 어쨌든 데려다 줬지"
"2320","연락 안 된거 아니난 탈영병은 아니주게","연락 안 된거 아니니까 탈영병은 아니지"
"2321","데려다줘서이","데려다줬어"
"2322","데려다줜이","데려다주고"
"2323","경 행 난이","그렇게 해서 나는"
"2324","데려다줭","데려다주고"
"2325","돌아오는 길이 막 무서왔주게 혼자 오젠하난 그 논산에서 김포 가젠하난","돌아오는 길이 막 무서웠지 혼자 오려고 하니까 그 논산에서 김포 가려고 하니까"
"2326","광주비행장 가젠 했구나","광주비행장 가려고 했구나"
"2327","그런데 그 걱정이 하나도 안 되는 거라","그런데 그 걱정이 하나도 안 되는 거야"
"2328","나 혼자 오젠 하는게 걱정이 아니고 가이 빨리","나 혼자 오려고 하는게 걱정이 아니고 걔 빨리"
"2329","돌려보내젠 허난","돌려 보내려고 하니까"
"2330","언니 ((xx)) 되시크라","언니 ((xx)) 됐겠다"
"2331","겅 행 돌려보냉 오는디","그렇게 해서 돌려 보내고 오는데"
"2332","막 눈물나","막 눈물나"
"2333","어떵해","어떡해"
"2334","어떵해 눈물남쪄","어떡해 눈물난다"
"2335","((xxxxx))가","((xxxxx))가"
"2336","아이 어떵허쿠과게","아이 어떡해요"
"2337","나도 겅 행","나도 그렇게 해서"
"2338","잘 들어가수과?","잘 들어갔어요?"
"2339","겅 행 양말도 신겨줘수다 {laughing}","그렇게 해서 양말도 신겨줬어요 {laughing}"
"2340","아이고 다행이우다게","아이고 다행이에요"
"2341","어떵할거꽈","어떻게 할 거 에요"
"2342","큰일 날뻔 해신게","큰일 날뻔 했네"
"2343","막 애썬게 그떄","막 애썼어 그떄"
"2344","잘도 애썬","매우 애썼어"
"2345","몸살을 안 납디강?","몸살을 안 낫어요?"
"2346","아 완전 긴장했지 광주까지 올젠해신디 완전 긴장해젼게","아 완전 긴장했지 광주까지 오려고 했는데 완전 긴장되더라"
"2347","혼자 운전행 오젠허난","혼자 운전해서 오려고 하니까"
"2348","네비가","네비가"
"2349","고속도로 안 가르쳐 주고","고속도로 안 가르쳐 주고"
"2350","싼 길을 가르쳐줘부난","싼 길을 가르쳐줘서"
"2351","국도를 가르켜 줬구나게","국도를 가르켜 줬구나"
"2352","지름길로","지름길로"
"2353","국도 국도 돈 안 내는","국도 국도 돈 안 내는"
"2354","돈 안 내는 길을 말해주는 거라","돈 안 내는 길을 말해주는 거야"
"2355","난이 아방신디 계속 네비게이션 고장난 것 담땐 계속 전화로","나는 아빠한테 계속 네비게이션 고장난 것 같다고 계속 전화로"
"2356","고장 난 것 담땐 계속 마을 길로만 가르쳐줨땐","고장 난 것 같다고 계속 마을 길로만 가르쳐준다고"
"2357","국도를 가르켜줘신게게 국도를 먼 길로","국도를 가르쳐줬네 국도를 먼 길로"
"2358","그렇게 나중에 되난 여기서 ((넷)) 한번 할때인가 &name5&가","그렇게 나중에 되니까 여기서 ((넷)) 한번 할때인가 &name5&가"
"2359","그냥 고속도로를 누르면 되는데 나 국도를 눌렀댄","그냥 고속도로를 누르면 되는데 나 국도를 눌렀대"
"2360","네비에 네비에","네비에 네비에"
"2361","겡 그 시골길로 행","그래서 그 시골길로 해서"
"2362","밤 캄캄했는데 나 혼자 오젠하난 좀 겁나라","밤 캄캄했는데 나 혼자 오려고 하니까 좀 겁나더라"
"2363","희여뜩해시쿠다게","무서웠겠어요"
"2364","고생해수다게","고생했어요"
"2365","고생해신게","고생했네"
"2366","나 막 그 생각 난다게","나 막 그 생각 난다"
"2367","아니 지금도 생각해도 희여뜩허지예","아니 지금도 생각해도 무섭지요"
"2368","어 나 겁난 그때 늦으면 어떵허코  어떵해시코","어 나 겁났어 그때 늦으면 어떡하지 어떻게 했을까"
"2369","군대라부난게. 다른데라시믄 겅 ((xxx))건디","군대라서. 다른데였으면 그렇게 ((xxx))건데"
"2370","군대라는 특이한 뭐가 있어가지고","군대라는 특이한 뭐가 있어가지고"
"2371","아이고 맞다 나는 우리 아들 그 훈련 끝난","아이고 맞다 나는 우리 아들 그 훈련 끝나서"
"2372","그 훈련","그 훈련"
"2373","뭐지 사주 오준가 행 끝나그네 밥 먹잖아예","뭐지 사주 오준가 해서 끝나서 밥 먹잖아요"
"2374","논산에서","논산에서"
"2375","아이구 난 우리 아들 저기 소화불량 되카부댄 소화제를 챙경갔주","아이구 난 우리 아들 저기 소화불량 될까봐 소화제를 챙겨서 갔지"
"2376","결국은 소화제를 내가 먹고 {laughing}","결국은 소화제를 내가 먹고 {laughing}"
"2377","너무 많이 먹언?","너무 많이 먹었어?"
"2378","긴장핸게","긴장해서"
"2379","서울에서 그 저기 철원에 가젠하난","서울에서 그 저기 철원에 가려고 하니까"
"2380","철원 갔지 그집은","철원 갔지 그집은"
"2381","철원이 아니고 어디고게 아이고 이제 생각도 안남쪄게","철원이 아니고 어디더라 아이고 이제 생각도 안난다"
"2382","가젠하난 아침 동새벽부터 챙경 가신디게","가려고 하니까 아침 동새벽부터 챙겨서 갔는데"
"2383","고속도로 제주도 촌놈이 고속도로를 타봐서게 안타보난","고속도로 제주도 촌놈이 고속도로를 타 봤겠어 안 타보니까"
"2384","톨게이트 지나는디게","톨게이트 지나는데"
"2385","렌트카가 하이패스가 어신 렌트카라","렌트카가 하이패스가 없는 렌트카야"
"2386","몰라 우리는 또 현금 내는데로 ((xxx)) 보난","몰라 우리는 또 현금 내는데로 ((xxx)) 보니까"
"2387","일 차선으로 가야 된덴하난 육 차선에서 일 차선으로 그 출근 시간 돼부난","일 차선으로 가야 된다고 하니까 육 차선에서 일 차선으로 그 출근 시간 돼버려서"
"2388","막 손 저기","막 손 저기"
"2389","유리창으로 내려가멍 간. 딱 톨게이트 지나자마자 거기서 네비에서는 또 일 차선으로 가야","유리창으로 내려가면서 갔어. 딱 톨게이트 지나자마자 거기서 네비에서는 또 일 차선으로 가야"
